apellidosnombre;;;edad;;;procedencia;;;oficio;;;lugarfallecimiento;;;fechafallecimiento
Buendia Gallego, Bernardino;;;30;;;Sacedón (Guadalajara);;;-;;;Gusen - Campo de concentración (Austria);;;24 de marzo de 1942
Bueno Belmonte, Alfonso;;;32;;;Cartagena (Murcia);;;-;;;Mauthausen - campo exterminio nazi - Austria;;;15 de diciembre de 1941
Bueno Gil, Miguel (Alias Miguel Solano García);;;62;;;Moros (Zaragoza);;;-;;;Mauthausen;;;18 de agosto de 1944
Bueno Iglesias, Daniel;;;46;;;Ruiloba (Cantabria);;;-;;;Gusen - Campo de concentración (Austria);;;7 de julio de 1941
Bueno Pastor, Silverio;;;38;;;El Algar (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;12 de septiembre de 1941
Bueno Ruiz, Rafael;;;28;;;Otívar (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;25 de noviembre de 1941
Buera Chale, José;;;28;;;Tortosa (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;8 de enero de 1942
Bueso Rodrigo, Joaquin;;;25;;;Valencia;;;-;;;Mauthausen (Austria) desaparecido ?;;;10 de marzo de 1942 ?
Buetas Palacio, Ángel;;;36;;;Latorrecilla (Huesca);;;-;;;Mauthausen - Campo de concentración (Austria);;;4 de junio de 1945
Buisán Sampériz, Blas;;;50;;;Robres (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;12 de agosto de 1944
Buissen Rodríguez, Alfonso;;;21;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;5 de diciembre de 1941
Buj Palos, Antonio;;;35;;;Calanda (Teruel);;;-;;;Gusen - Campo de concentración (Austria);;;19 de septiembre de  1941
Bujardón Martínez, Juan;;;37;;;Castilléjar (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;21 de noviembre de 1941
Bullich Ginot, Fructuoso;;;29;;;Les Valls d&#039;Aguilar- Noves de Segre (Lleida);;;-;;;Gusen - Campo de concentración (Austria);;;28 de julio de 1942
Burgos Manella, Sergio;;;21;;;Alcaudete (Jaén);;;-;;;Gusen - Campo de concentración (Austria);;;9 de junio de 1941
Burgos Martínez, Victoriano;;;25;;;Loranca de Tajuña (Guadalajara);;;-;;;Gusen - Campo de concentración (Austria);;;5 de febrero de 1942
Burgos Prida, Vicente;;;50;;;Azuaga (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;14 de enero de 41
Burillo Andrés, Tomás;;;37;;;Alacón (Teruel);;;-;;;Gusen - Campo de concentración (Austria);;;3 de agosto de 1941
Burjales Gas, Joaquín;;;37;;;Xerta (Tarragona);;;-;;;Mauthausen;;;1 de agosto de 1942
Burrull Font, José;;;41;;;Sant Climent de Llobregat (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;14 de septiembre de 1941
Busquets Folquet, Miguel;;;36;;;Corbera d&#039;Ebre (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;11 de noviembre de 1941
Busquets Gelabert, Ramón;;;30;;;Barcelona;;;-;;;Hartheim;;;30 de septiembre de 1941
Bustamante Larrañaga, Antonio;;;28;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;14 de enero de 1942
Busto, Mariano;;;48;;;Cuzcurrita del Río Tirón (La Rioja);;;-;;;Buchenwald (Alemania) ;;;5 de abril de 1944
Bustos Muñoz, Miguel;;;37;;;Comares (Málaga);;;-;;;Mauthausen;;;5 de mayo de 1945
Caamaño Fernández, Francisco;;;34;;;A Pobra do Caramiñal (A Coruña);;;-;;;Gusen - Campo de concentración (Austria);;;3 de noviembre de 41
Caballé Sedó, José;;;40;;;Tivissa (Tarragona);;;-;;;Steyr;;;10 de mayo de 1944
Caballero Domínguez, Juan;;;27;;;Cañete la Real (Málaga);;;-;;;Gusen - Campo de concentración (Austria);;;11 de junio de 1942
Caballero Fernández, Cándido;;;35;;;Los Villares  (Jaén);;;-;;;Hartheim;;;27 de septiembre de 1941
Caballero Ferrera, Juan;;;26;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;21 de diciembre de 1941
Caballero Giménez, Francisco;;;27;;;Freila (Granada);;;-;;;Buchenwald (Alemania) ? desaparecido;;;00
Caballero Huertas, Joaquín;;;29;;;Fonelas (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;19 de enero de 1942
Caballero Vélez, José;;;45;;;Vélez-Rubio (Almería);;;-;;;Gusen - Campo de concentración (Austria);;;15 de mayo de 1941
Caballero Vico, Tomás;;;44;;;Castilléjar (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;14 de septiembre de 1941
Caballo Vázquez, Pedro;;;45;;;Ribera del Fresno (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;28 de abril de 42
Cabanes Francés, José;;;40;;;Valencia;;;-;;;Gusen - Campo de concentración (Austria);;;14 de noviembre de 1941
Cabello Cabello, Juan;;;30;;;Siruela (Badajoz);;;-;;;Hartheim;;;4 de diciembre de 41
Cabeza  Barbancho, Antonio;;;38;;;Guadalcanal (Sevilla);;;-;;;Gusen - Campo de concentración (Austria);;;12 de agosto de 1941
Cabeza Aranda, Manuel;;;29;;;Cádiz;;;-;;;Hartheim (Austria);;;10 de febrero de 1942
Cabeza Fernández, Adolfo;;;30;;;La Rena (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;21 de noviembre de 41
Cabezali Paniagua, Máximo;;;42;;;Baños de Montemayor (Cáceres);;;-;;;Dachau (Alemania);;;6 de diciembre de 1942
Cabezas Bores, Fernando;;;27;;;Bejes-Cillorigo de Liébana (Cantabria);;;-;;;Gusen - Campo de concentración (Austria);;;27 de junio de 1941
Cabezuela Giménez, Juan;;;33;;;San Martín de Valdeiglesias (Madrid);;;-;;;Gusen - Campo de concentración (Austria);;;26 de octubre de 1941
Cabezuelo Gallego, Filemón;;;24;;;La Gineta (Albacete);;;-;;;Gusen - Campo de concentración (Austria);;;3 de enero de 1942
Cabezuelo Guillén, Luis;;;22;;;Valencia;;;-;;;Hartheim (Austria);;;19 de diciembre de 1941
Cabré Teixido, Cristóbal;;;22;;;Barcelona;;;-;;;Ternberg (Austria);;;16 de noviembre de 1942
Cabrera Alvarez, Israel;;;43;;;Las Palmas de Gran Canaria;;;-;;;Steyr (Austria);;;17 de febrero de 1943
Cabrera Guerrero, Juan;;;41;;;Ronda (Málaga);;;-;;;Gusen - Campo de concentración (Austria);;;12 de noviembre de 1941
Cabrera Rodríguez, José;;;29;;;Taberno (Almería);;;-;;;Neuengamme;;;3 de marzo de 1945
Cabrera Torreño, Juan;;;27;;;El Gastor (Cádiz);;;-;;;Gusen - Campo de concentración (Austria);;;16 de noviembre de 1941
Cabrera Varón, Antonio;;;30;;;Guadix (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;30 de septiembre de 1941
Cabrero Misut, José;;;31;;;Baena (Córdoba);;;-;;;Gusen - Campo de concentración (Austria);;;7 de octubre de 1941
Cabrero Obensa, José;;;34;;;Monterde de Albarracín (Teruel);;;-;;;Gusen - Campo de concentración (Austria);;;8 de diciembre de 1942
Cabrero Salamero, Florencio;;;43;;;Costean-Hoz y Costean (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;4 de julio de 1941
Cabretosa Font, Joan;;;42;;;Besalú (Girona);;;-;;;Mauthausen (Gusen) - Austria - campo nazi ;;;30 de diciembre de 1941
Cáceres Bázquez, Francisco;;;31;;;Navamorcuende (Toledo);;;-;;;Gusen - Campo de concentración (Austria);;;10 de agosto de 1941
Cáceres Vidal, Jacinto;;;49;;;Tortosa (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;8 de octubre de 1941
Cacho Cacho, Narciso;;;49;;;Peñalba (Huesca);;;-;;;Dachau (Alemania) - Campo de concentración nazi;;;20 de febrero de 1945
Cajal Gracia, José;;;21;;;Yebra de Basa (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;22 de diciembre de 1941
Calabuig Buigues, Enrique;;;23;;;Gandia (Valencia);;;-;;;Gusen - Campo de concentración (Austria);;;9 de diciembre de 1941
Calatayud Bas, Joaquín;;;31;;;Muro de Alcoy (Alacant);;;-;;;Hartheim;;;29 de septiembre de 1941
Caldero Aldabó, Salvador;;;27;;;Cervera - La Prenyanosa (Lleida);;;-;;;Gusen - Campo de concentración (Austria);;;26 de julio de 1942
Caldero Figuera, Miguel;;;46;;;Barcelona;;;-;;;Hartheim;;;24 de septiembre de 1941
Calderón Algaba, Domingo;;;35;;;Malpartida de la Serena (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;16 de mayo de 1941
Calderón Díez, Casto;;;35;;;Valladolid;;;-;;;Gusen - Campo de concentración (Austria);;;12 de enero de 1942
Calderón Laslenguas, Pablo;;;26;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;27 de noviembre de 1941
Calero Calero, Juan;;;26;;;Pozoblanco (Córdoba);;;-;;;Gusen - Campo de concentración (Austria);;;19 de diciembre de 1941
Calero Díaz, Manuel;;;23;;;Granja de Torrehermosa (Badajoz);;;-;;;Flossenbürg?;;;7 de diciembre de 1942?
Call Planas, Miguel;;;26;;;Vallbona d&#039;Anoia (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;7 de abril de 1941
Callarisa Albalat, Tomás;;;27;;;Ulldecona (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;31 de enero de 1942
Callarisas Urgilles, Manuel;;;29;;;Ulldecona (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;2 de enero de 1942
Callau Bescos, José *;;;36;;;Acumuer (Huesca);;;Labrador;;;Mauthausen-Gusen (Austria);;;21 de diciembre de 1941 - 02
Calle García, Mario de la;;;22;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;13 de noviembre de 1941
Calleja López, Lorenzo;;;36;;;Santander;;;-;;;Gusen - Campo de concentración (Austria);;;8 de julio de 1941
Callejón Martínez, Ángel;;;24;;;L&#039;Hospitalet de Llobregat (bcn) - nacido La Unión (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;4 de octubre de 1943 - 30
Callejón Martínez, Federico;;;30;;;La Unión (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;10 de julio de 1942
Calles Ribelles, Vicente;;;37;;;Puig (Valencia);;;-;;;Gusen - Campo de concentración (Austria);;;14 de octubre de 1941
Callón Peón, José;;;30;;;Santa Uxía de Ribeira (A Coruña);;;-;;;Mauthausen;;;19 de febrero de 43
Callón Peón, José;;;20;;;Santa Uxía de Ribeira (Coruña);;;-;;;Mauthausen;;;19 de febrero de 1943
Calls Gabalde, Enrique;;;32;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;22 de julio de 1941
Calluela Simón, Gregorio;;;30;;;Vélez-Rubio (Almería);;;-;;;Gusen - Campo de concentración (Austria);;;7 de abril de 1941
Calomarde, Juan;;;37;;;Rubiales (Teruel);;;-;;;Flossenbürg;;;6 de mayo de 1944
Calpe Vidal, José;;;48;;;L&#039;Hospitalet de Llobregat (Bcn) - nacido en Borriol (Castellón/Castelló);;;-;;;Hartheim;;;24 de septiembre de 1941 - 30
Calsina Claret, Ángel;;;38;;;Puig-reig (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;14 de enero de 1942
Calventos Navarro, Francisco;;;37;;;Lorca (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;31 de octubre de 1941
Calventos Sánchez, Manuel;;;33;;;Garraf-Sitges (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;29 de diciembre de 1942
Calventus Muñoz, Antonio;;;26;;;Cartagena (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;25 de diciembre de 1941
Calvet Febrer, José;;;28;;;Benicarló (Castellón/Castelló);;;-;;;Gusen - Campo de concentración (Austria);;;15 de enero de 1942
Calvete Aguilar, Luis;;;44;;;Bujaraloz (Zaragoza);;;-;;;Gusen - Campo de concentración (Austria);;;3 de enero de 1942
Calvete Postigo, Antonio;;;32;;;Bujaraloz (Zaragoza);;;-;;;Gusen - Campo de concentración (Austria);;;23 de noviembre de 1942
Calvo Almerje, José;;;36;;;Sena (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;27 de agosto de 1941
Calvo Canales, Roberto;;;28;;;Santander;;;-;;;Gusen - Campo de concentración (Austria);;;9 de enero de 1942
Calvo Jiménez, Manuel;;;34;;;Cogollos Vega (Granada);;;-;;;Hartheim;;;18 de diciembre de 1941
Calvo Moreno, Pablo;;;25;;;Zaragoza;;;-;;;Hartheim;;;18 de diciembre de 1941
Calvo Ramírez, Cristóbal;;;31;;;Montejicar (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;14 de diciembre de 1941
Calvo Sánchez, Miguel;;;36;;;Helechal (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;23 de noviembre de 1941
Calvo Torrico, Antonio;;;25;;;Belalcázar (Córdoba);;;-;;;Gusen - Campo de concentración (Austria);;;19 de noviembre de 1941
Calza Barrabés, Eloy;;;35;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;4 de febrero de 1942
Calzado Redondo, José;;;23;;;Estepa (Sevilla);;;-;;;Gusen - Campo de concentración (Austria);;;16 de septiembre de 1941
Calzado Redondo, Manuel;;;30;;;Estepa (Sevilla);;;-;;;Gusen - Campo de concentración (Austria);;;3 de diciembre de 1941
Camacho Camacho, Ciriaco;;;31;;;Garbayuela (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;10 de enero de 1942
Camacho Castañeira, Francisco;;;32;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;21 de septiembre de 1941
Camacho Mateo, Angel;;;37;;;Don Álvaro (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;12 de noviembre de 1941
Camacho Recio, José;;;27;;;Siruela (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;24 de agosto de 1941
Cámara Fernández, Francisco;;;31;;;Torredonjimeno (Jaén);;;-;;;Gusen - Campo de concentración (Austria);;;29 de noviembre de 1941
Cámara Parra, Manuel;;;23;;;Los Villares (Jaén);;;-;;;Gusen - Campo de concentración (Austria);;;1 de diciembre de 1941
Cámara Pérez, Gregorio;;;60;;;Burgos;;;-;;;Dachau (Alemania);;;4 de marzo de 1945
Camarasa Bomboi, José;;;34;;;Algemesí (Valencia);;;-;;;Gusen - Campo de concentración (Austria);;;15 de enero de 1942
Camarasa García, Emilio;;;20;;;Fabara (Zaragoza);;;-;;;Gusen - Campo de concentración (Austria);;;22 de diciembre de 1941
Camarena Estrugo, José;;;29;;;Xeraco (Valencia);;;-;;;Gusen - Campo de concentración (Austria);;;18 de agosto de 1941
Camarero Horcajada, Manuel;;;24;;;Buendía (Cuenca);;;-;;;Gusen - Campo de concentración (Austria);;;8 de julio de 1942
Camarero Picatostes, Vicente;;;27;;;Fuenlabrada de los Montes (Badajoz);;;-;;;Gusen - Campo de concentración (Austria);;;11 de noviembre de 1941
Cambronero Díaz, Benjamín;;;35;;;Pulgar (Toledo);;;-;;;Gusen - Campo de concentración (Austria);;;12 de enero de 1942
Cameán San Isidro, Juan;;;31;;;A Pobra do Caramiñal (Coruña, A);;;-;;;Hartheim;;;29 de septiembre de 1941
Camesella Fernández, Agustín;;;34;;;Vigo (Pontevedra);;;-;;;Gusen - Campo de concentración (Austria);;;1 de noviembre de 1941
Camons Portilla, Eduardo;;;41;;;Madrid;;;-;;;Hartheim;;;19 de diciembre de 1941
Campayo Manzaneda, Pedro;;;32;;;Puente de Génave (Jaén);;;-;;;Gusen - Campo de concentración (Austria);;;4 de noviembre de 1941
Campello Agulló, José;;;34;;;Elche/Elx (Alicante/Alacant);;;-;;;Gusen - Campo de concentración (Austria);;;14 de octubre de 1941
Campillo Blázquez, Mauricio;;;32;;;El Algar (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;30 de noviembre de 1941
Campillo Imbernón, Salvador;;;34;;;Mazarrón (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;17 de diciembre de 1941
Campo Aso, Teodoro;;;49;;;Jaca (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;20 de noviembre de 1941
Campo Fernández, Florencio;;;33;;; Berdún - Canal de Berdún (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;21 de abril de 1941
Campo Lacasa, Joaquín;;;23;;;Loarre (Huesca);;;-;;;Mauthausen;;;12 de abril de 1942
Campo Nasarre, José;;;46;;;Azlor (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;6 de octubre de 1941 
Campo Pérez, Juan;;;20;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;1 de enero de 1942
Campo Urban, Modesto;;;26;;;Yéqueda-Igriés (Huesca);;;-;;;Gusen - Campo de concentración (Austria);;;23 de diciembre de 1941
Campo Vilardebó, Francisco del;;;36;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;19 de diciembre de 1941
Campos Cedrán, Andrés;;;21;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;21 de agosto de 1941
Campos Gil, Antonio;;;32;;;Mosqueruela (Teruel);;;-;;;Gusen - Campo de concentración (Austria);;;5 de noviembre de 1941
Campos Izquierdo, Francisco;;;31;;;Alcalá de la Selva (Teruel);;;-;;;Hartheim;;;24 de septiembre de 1941
Campos Martínez, Juan;;;37;;;Lorca (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;1 de octubre de 1941
Campos Padilla, Antonio;;;33;;;Berja (Almería);;;-;;;Gusen - Campo de concentración (Austria);;;2 de noviembre de 1941
Campos Peralta, Andrés;;;33;;;La Unión (Murcia);;;-;;;Hartheim - campo nazi;;;27 de septiembre de 1941
Campos Puigrós, Miguel;;;25;;;Manresa (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;15 de enero de 1942
Campos Sánchez, Antonio;;;33;;;Baena (Córdoba);;;-;;;Hartheim;;;27 de septiembre de 1941
Campos, Félix;;;28;;;Fuenlabrada (Madrid);;;-;;;Neuengamme ?;;;18 de marzo de 1944 ?
Camprubí Sellas, Ramón;;;39;;;La Pobla del Lillet (Barcelona);;;-;;;Hartheim;;;4 de diciembre de 1941
Camps Masgrau, Carles;;;47;;;Riudellots de la Selva (Girona);;;-;;;Mauthausen (Gusen) - Alemania - campo nazi ;;;17 de junio de 1941
Camps Sala, Josep;;;45;;;Biure (Girona);;;-;;;Mauthausen - Austria  - campo nazi;;;25 de febrero de 1942
Camps Vives, Antonio;;;42;;;Manresa (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;30 de diciembre de 1941
Campy Ruiz, Angel;;;50;;;La Unión (Murcia);;;-;;;Mauthausen - campo exterminio nazi - Austria;;;23 de febrero de 1942
Cañadas Rendón, Emilio;;;21;;;Roquetas de Mar (Almería);;;-;;;Gusen - Campo de concentración (Austria);;;4 de diciembre de 1941
Canaleja Quesada, Manuel;;;25;;;Castillo de Locubín (Jaén);;;-;;;Hartheim;;;29 de septiembre de 1941
Canales Rodríguez, Vicente;;;21;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;11 de septiembre de 1941
Canals Prat, Amadeo;;;55;;;Molins de Rei (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;7 de agosto de 1941
Canals Viladomat, Jaime;;;26;;;Gironella (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;8 de julio de 1941
Cañas López, Luis;;;24;;;Gijón (Asturias);;;-;;;Gusen - Campo de concentración (Austria);;;31 de julio de 1942
Cáncer Vizcarra, Restituto;;;22;;;Huerto (Huesca) ;;;-;;;Gusen - Campo de concentración (Austria);;;20 de diciembre de 1941
Candela Xicot, Arturo;;;32;;;Barcelona;;;-;;;Gusen - Campo de concentración (Austria);;;7 de diciembre de 1941
Candelas Plaza, Leopoldo;;;42;;;Madrid;;;-;;;Gusen - Campo de concentración (Austria);;;12 de noviembre de 1941
Caneda Macía, José;;;31;;;Ribas de Sil - Vilardonas (Lugo);;;-;;;Gusen - Campo de concentración (Austria);;;7 de enero de 1942
Canellas Mañé, Esteban;;;35;;;Sabadell (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;3 de noviembre de 1941
Canellas Mañe, Melchor;;;42;;;Sabadell (Barcelona);;;-;;;Gusen - Campo de concentración (Austria);;;2 de diciembre de 1941
Canellas Margallo, Esteban;;;32;;;Torredembarra (Tarragona);;;-;;;Gusen - Campo de concentración (Austria);;;15 de enero de 1942
Canillar, Nemesio;;;42;;;Astorga (León);;;-;;;Transporte Fallersleben-Wolbbelin;;;11 de abril de 1945
Cañizares Lorente, Ramón;;;31;;;Valenzuela de Calatrava (Ciudad Real);;;-;;;Gusen - Campo de concentración (Austria);;;7 de diciembre de 1941
Cano Cano, Jesús;;;25;;;Orihuela (Alicante);;;-;;;Gusen - Campo de concentración (Austria);;;8 de diciembre de 1941
Cano Espejo, Benito;;;30;;;Zújar (Granada);;;-;;;Hartheim;;;4 de diciembre de 1941
Cano García, Antonio;;;34;;;Sorbas (Almería);;;-;;;Gusen - Campo de concentración (Austria);;;27 de noviembre de 1941
Cano García, Segundo;;;33;;;Quintanilla de Rueda-Cubillas de Rueda (León);;;-;;;Gusen - Campo de concentración (Austria);;;30 de diciembre de 1941
Cano Garrido, Rufino;;;34;;;Puente de Génave (Jaén);;;-;;;Gusen - Campo de concentración (Austria);;;4 de diciembre de 1941
Cano Sáiz, Ángel;;;32;;;Miengo - Cudon (Cantabria);;;-;;;Hartheim;;;10 de febrero de 1942
Cano Sáiz, Braulio;;;28;;;Naharros-Torrejoncillo del Rey (Cuenca);;;-;;;Gusen - Campo de concentración (Austria);;;17 de enero de 1942
Cantador Casas, Miguel;;;35;;;Consuegra (Toledo);;;-;;;Gusen - Campo de concentración (Austria);;;16 de agosto de 1941
Cantalejo Sánchez, Joaquín;;;38;;;Ardales (Málaga);;;-;;;Gusen - Campo de concentración (Austria);;;26 de noviembre de 1941
Cantarero Ballestero, Diego;;;31;;;Casarabonela (Málaga);;;-;;;Gusen - Campo de concentración (Austria);;;13 de noviembre de 1941
Cantarero Sanz, Martín;;;37;;;Anquela del Ducado (Guadalajara);;;-;;;Gusen - Campo de concentración (Austria);;;21 de febrero de 1945
Cantos Capilla, José;;;32;;;Dehesas Viejas-Iznalloz (Granada);;;-;;;Gusen - Campo de concentración (Austria);;;10 de diciembre de 1941
Canut Pallás, Ángel;;;42;;;Vilaller (Lleida);;;-;;;Hartheim;;;29 de septiembre de 1941
Caparrós Gutiérrez, Gabriel;;;29;;;La Unión - Portman (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;30 de noviembre de 1941
Caparrós Mora, Diego;;;27;;;Mazarrón (Murcia);;;-;;;Gusen - Campo de concentración (Austria);;;6 de noviembre de 1941
Capdevila Montserrat, Vicente;;;32;;;L&#039;Hospitalet de Llobregat - nacido en Barcelona;;;Jornalero;;;Gusen - Campo de concentración (Austria);;;11 de enero de 1942 - 02 - 30
